# time totalContactTime
378.6000 15039.4000
379.6000 15075.4000
380.6000 15111.4000
381.6000 15147.4000
382.6000 15183.4000
383.6000 15219.4000
384.6000 15255.4000
385.6000 15291.4000
386.6000 15327.4000
387.6000 15363.4000
388.6000 15399.4000
389.6000 15435.4000
390.6000 15471.4000
391.6000 15507.4000
392.6000 15543.4000
393.6000 15579.4000
394.6000 15615.4000
395.6000 15651.4000
396.6000 15687.4000
397.6000 15723.4000
398.6000 15759.4000
399.6000 15795.4000
400.6000 15831.4000
401.6000 15867.4000
402.6000 15903.4000
403.6000 15939.4000
404.6000 15975.4000
405.6000 16011.4000
406.6000 16047.4000
407.6000 16083.4000
408.6000 16119.4000
409.6000 16155.4000
410.6000 16191.4000
411.6000 16227.4000
412.6000 16263.4000
413.6000 16299.4000
414.6000 16335.4000
415.6000 16371.4000
416.6000 16407.4000
417.6000 16443.4000
418.6000 16479.4000
419.6000 16515.4000
420.6000 16551.4000
421.6000 16587.4000
422.6000 16623.4000
423.6000 16659.4000
424.6000 16695.4000
425.6000 16731.4000
426.6000 16767.4000
427.6000 16803.4000
428.6000 16839.4000
429.6000 16875.4000
430.6000 16911.4000
431.6000 16947.4000
432.6000 16983.4000
433.6000 17019.4000
434.6000 17055.4000
435.6000 17091.4000
436.6000 17127.4000
437.6000 17163.4000
438.6000 17199.4000
439.6000 17235.4000
440.6000 17271.4000
441.6000 17307.4000
442.6000 17343.4000
443.6000 17379.4000
444.6000 17415.4000
445.6000 17451.4000
446.6000 17487.4000
447.6000 17523.4000
448.6000 17559.4000
449.6000 17595.4000
450.6000 17631.4000
451.6000 17667.4000
452.6000 17703.4000
453.6000 17739.4000
454.6000 17775.4000
455.6000 17811.4000
456.6000 17847.4000
457.6000 17883.4000
458.6000 17919.4000
459.6000 17955.4000
460.6000 17991.4000
461.6000 18027.4000
462.6000 18063.4000
463.6000 18099.4000
464.6000 18135.4000
465.6000 18171.4000
466.6000 18207.4000
467.6000 18243.4000
468.6000 18279.4000
469.6000 18315.4000
470.6000 18351.4000
471.6000 18387.4000
472.6000 18423.4000
473.6000 18459.4000
474.6000 18495.4000
475.6000 18531.4000
476.6000 18567.4000
477.6000 18603.4000
478.6000 18639.4000
479.6000 18675.4000
480.6000 18711.4000
481.6000 18747.4000
482.6000 18783.4000
483.6000 18819.4000
484.6000 18855.4000
485.6000 18891.4000
486.6000 18927.4000
487.6000 18963.4000
488.6000 18999.4000
489.6000 19035.4000
490.6000 19071.4000
491.6000 19107.4000
492.6000 19143.4000
493.6000 19179.4000
494.6000 19215.4000
495.6000 19251.4000
496.6000 19287.4000
497.6000 19323.4000
498.6000 19359.4000
499.6000 19395.4000
500.6000 19431.4000
501.6000 19467.4000
502.6000 19503.4000
503.6000 19539.4000
504.6000 19575.4000
505.6000 19611.4000
506.6000 19647.4000
507.6000 19683.4000
508.6000 19719.4000
509.6000 19755.4000
510.6000 19791.4000
511.6000 19827.4000
512.6000 19863.4000
513.6000 19899.4000
514.6000 19935.4000
515.6000 19971.4000
516.6000 20007.4000
517.6000 20043.4000
518.6000 20079.4000
519.6000 20115.4000
520.6000 20151.4000
521.6000 20187.4000
522.6000 20223.4000
523.6000 20259.4000
524.6000 20295.4000
525.6000 20331.4000
526.6000 20367.4000
527.6000 20403.4000
528.6000 20439.4000
529.6000 20475.4000
530.6000 20511.4000
531.6000 20547.4000
532.6000 20583.4000
533.6000 20619.4000
534.6000 20655.4000
535.6000 20691.4000
536.6000 20727.4000
537.6000 20763.4000
538.6000 20799.4000
539.6000 20835.4000
540.6000 20871.4000
541.6000 20907.4000
542.6000 20943.4000
543.6000 20979.4000
544.6000 21015.4000
545.6000 21051.4000
546.6000 21087.4000
547.6000 21123.4000
548.6000 21159.4000
549.6000 21195.4000
550.6000 21231.4000
551.6000 21267.4000
552.6000 21303.4000
553.6000 21339.4000
554.6000 21375.4000
555.6000 21411.4000
556.6000 21447.4000
557.6000 21483.4000
558.6000 21519.4000
559.6000 21555.4000
560.6000 21591.4000
561.6000 21627.4000
562.6000 21663.4000
563.6000 21699.4000
564.6000 21735.4000
565.6000 21771.4000
566.6000 21807.4000
567.6000 21843.4000
568.6000 21879.4000
569.6000 21915.4000
570.6000 21951.4000
571.6000 21987.4000
572.6000 22023.4000
573.6000 22059.4000
574.6000 22095.4000
575.6000 22131.4000
576.6000 22167.4000
577.6000 22203.4000
578.6000 22239.4000
579.6000 22275.4000
580.6000 22311.4000
581.6000 22347.4000
582.6000 22383.4000
583.6000 22419.4000
584.6000 22455.4000
585.6000 22491.4000
586.6000 22527.4000
587.6000 22563.4000
588.6000 22599.4000
589.6000 22635.4000
590.6000 22671.4000
591.6000 22707.4000
592.6000 22743.4000
593.6000 22779.4000
594.6000 22815.4000
595.6000 22851.4000
596.6000 22887.4000
597.6000 22923.4000
598.6000 22959.4000
599.6000 22995.4000
600.6000 23031.4000
601.6000 23065.9000
602.6000 23096.9000
603.6000 23127.9000
604.6000 23158.9000
605.6000 23189.9000
606.6000 23220.9000
607.6000 23251.9000
608.6000 23282.9000
609.6000 23313.9000
610.6000 23344.9000
611.6000 23375.9000
612.6000 23406.9000
613.6000 23437.9000
614.6000 23468.9000
615.6000 23499.9000
616.6000 23530.9000
617.6000 23561.9000
618.6000 23592.9000
619.6000 23623.9000
620.6000 23654.9000
621.6000 23685.9000
622.6000 23716.9000
623.6000 23747.9000
624.6000 23778.9000
625.6000 23809.9000
626.6000 23840.9000
627.6000 23871.9000
628.6000 23902.9000
629.6000 23933.9000
630.6000 23964.9000
631.6000 23995.9000
632.6000 24026.9000
633.6000 24057.9000
634.6000 24088.9000
635.6000 24119.9000
636.6000 24150.9000
637.6000 24181.9000
638.6000 24212.9000
639.6000 24243.9000
640.6000 24274.9000
641.6000 24305.9000
642.6000 24336.9000
643.6000 24367.9000
644.6000 24398.9000
645.6000 24429.9000
646.6000 24460.9000
647.6000 24491.9000
648.6000 24522.9000
649.6000 24553.9000
650.6000 24584.9000
651.6000 24615.9000
652.6000 24646.9000
653.6000 24677.9000
654.6000 24708.9000
655.6000 24739.9000
656.6000 24770.9000
657.6000 24801.9000
658.6000 24832.9000
659.6000 24863.9000
660.6000 24894.9000
661.6000 24925.9000
662.6000 24956.9000
663.6000 24987.9000
664.6000 25018.9000
665.6000 25049.9000
666.6000 25080.9000
667.6000 25111.9000
668.6000 25142.9000
669.6000 25173.9000
670.6000 25204.9000
671.6000 25235.9000
672.6000 25266.9000
673.6000 25297.9000
674.6000 25328.9000
675.6000 25359.9000
676.6000 25390.9000
677.6000 25421.9000
678.6000 25452.9000
679.6000 25483.9000
680.6000 25514.9000
681.6000 25545.9000
682.6000 25576.9000
683.6000 25607.9000
684.6000 25638.9000
685.6000 25669.9000
686.6000 25700.9000
687.6000 25731.9000
688.6000 25762.9000
689.6000 25793.9000
690.6000 25824.9000
691.6000 25855.9000
692.6000 25886.9000
693.6000 25917.9000
694.6000 25948.9000
695.6000 25979.9000
696.6000 26010.9000
697.6000 26041.9000
698.6000 26072.9000
699.6000 26103.9000
700.6000 26134.9000
701.6000 26164.7000
702.6000 26191.7000
703.6000 26218.7000
704.6000 26245.7000
705.6000 26272.7000
706.6000 26299.7000
707.6000 26326.7000
708.6000 26353.7000
709.6000 26380.7000
710.6000 26407.7000
711.6000 26434.7000
712.6000 26461.7000
713.6000 26488.7000
714.6000 26515.7000
715.6000 26542.7000
716.6000 26569.7000
717.6000 26596.7000
718.6000 26623.7000
719.6000 26650.7000
720.6000 26677.7000
721.6000 26704.7000
722.6000 26731.7000
723.6000 26758.7000
724.6000 26785.7000
725.6000 26812.7000
726.6000 26839.7000
727.6000 26866.7000
728.6000 26893.7000
729.6000 26920.7000
730.6000 26947.7000
731.6000 26974.7000
732.6000 27001.7000
733.6000 27028.7000
734.6000 27055.7000
735.6000 27082.7000
736.6000 27109.7000
737.6000 27136.7000
738.6000 27163.7000
739.6000 27190.7000
740.6000 27217.7000
741.6000 27244.7000
742.6000 27271.7000
743.6000 27298.7000
744.6000 27325.7000
745.6000 27352.7000
746.6000 27379.7000
747.6000 27406.7000
748.6000 27433.7000
749.6000 27460.7000
750.6000 27487.7000
751.6000 27514.7000
752.6000 27541.7000
753.6000 27568.7000
754.6000 27595.7000
755.6000 27622.7000
756.6000 27649.7000
757.6000 27676.7000
758.6000 27703.7000
759.6000 27730.7000
760.6000 27757.7000
761.6000 27784.7000
762.6000 27811.7000
763.6000 27838.7000
764.6000 27865.7000
765.6000 27892.7000
766.6000 27919.7000
767.6000 27946.7000
768.6000 27973.7000
769.6000 28000.7000
770.6000 28027.7000
771.6000 28054.7000
772.6000 28081.7000
773.6000 28108.7000
774.6000 28135.7000
775.6000 28162.7000
776.6000 28189.7000
777.6000 28216.7000
778.6000 28243.7000
779.6000 28270.7000
780.6000 28297.7000
781.6000 28324.7000
782.6000 28351.7000
783.6000 28378.7000
784.6000 28405.7000
785.6000 28432.7000
786.6000 28459.7000
787.6000 28486.7000
788.6000 28513.7000
789.6000 28540.7000
790.6000 28567.7000
791.6000 28594.7000
792.6000 28621.7000
793.6000 28648.7000
794.6000 28675.7000
795.6000 28702.7000
796.6000 28729.7000
797.6000 28756.7000
798.6000 28783.7000
799.6000 28810.7000
800.6000 28837.7000
801.6000 28862.0000
802.6000 28880.0000
803.6000 28898.0000
804.6000 28916.0000
805.6000 28934.0000
806.6000 28952.0000
807.6000 28970.0000
808.6000 28988.0000
809.6000 29006.0000
810.6000 29024.0000
811.6000 29042.0000
812.6000 29060.0000
813.6000 29078.0000
814.6000 29096.0000
815.6000 29114.0000
816.6000 29132.0000
817.6000 29150.0000
818.6000 29168.0000
819.6000 29186.0000
820.6000 29204.0000
821.6000 29222.0000
822.6000 29240.0000
823.6000 29258.0000
824.6000 29276.0000
825.6000 29294.0000
826.6000 29312.0000
827.6000 29330.0000
828.6000 29348.0000
829.6000 29366.0000
830.6000 29384.0000
831.6000 29402.0000
832.6000 29420.0000
833.6000 29438.0000
834.6000 29456.0000
835.6000 29474.0000
836.6000 29492.0000
837.6000 29510.0000
838.6000 29528.0000
839.6000 29546.0000
840.6000 29564.0000
841.6000 29582.0000
842.6000 29600.0000
843.6000 29618.0000
844.6000 29636.0000
845.6000 29654.0000
846.6000 29672.0000
847.6000 29690.0000
848.6000 29708.0000
849.6000 29726.0000
850.6000 29744.0000
851.6000 29762.0000
852.6000 29780.0000
853.6000 29798.0000
854.6000 29816.0000
855.6000 29834.0000
856.6000 29852.0000
857.6000 29870.0000
858.6000 29888.0000
859.6000 29906.0000
860.6000 29924.0000
861.6000 29942.0000
862.6000 29960.0000
863.6000 29978.0000
864.6000 29996.0000
865.6000 30014.0000
866.6000 30032.0000
867.6000 30050.0000
868.6000 30068.0000
869.6000 30086.0000
870.6000 30104.0000
871.6000 30122.0000
872.6000 30140.0000
873.6000 30158.0000
874.6000 30176.0000
875.6000 30194.0000
876.6000 30212.0000
877.6000 30230.0000
878.6000 30248.0000
879.6000 30266.0000
880.6000 30284.0000
881.6000 30302.0000
882.6000 30320.0000
883.6000 30338.0000
884.6000 30356.0000
885.6000 30374.0000
886.6000 30392.0000
887.6000 30410.0000
888.6000 30428.0000
889.6000 30446.0000
890.6000 30464.0000
891.6000 30482.0000
892.6000 30500.0000
893.6000 30518.0000
894.6000 30536.0000
895.6000 30554.0000
896.6000 30572.0000
897.6000 30590.0000
898.6000 30608.0000
899.6000 30626.0000
900.6000 30644.0000
901.6000 30662.0000
902.6000 30680.0000
903.6000 30698.0000
904.6000 30716.0000
905.6000 30734.0000
906.6000 30752.0000
907.6000 30770.0000
908.6000 30788.0000
909.6000 30806.0000
910.6000 30824.0000
911.6000 30842.0000
912.6000 30860.0000
913.6000 30878.0000
914.6000 30896.0000
915.6000 30914.0000
916.6000 30932.0000
917.6000 30950.0000
918.6000 30968.0000
919.6000 30986.0000
920.6000 31004.0000
921.6000 31022.0000
922.6000 31040.0000
923.6000 31058.0000
924.6000 31076.0000
925.6000 31094.0000
926.6000 31112.0000
927.6000 31130.0000
928.6000 31148.0000
929.6000 31166.0000
930.6000 31184.0000
931.6000 31202.0000
932.6000 31220.0000
933.6000 31238.0000
934.6000 31256.0000
935.6000 31274.0000
936.6000 31292.0000
937.6000 31310.0000
938.6000 31328.0000
939.6000 31346.0000
940.6000 31364.0000
941.6000 31382.0000
942.6000 31400.0000
943.6000 31418.0000
944.6000 31436.0000
945.6000 31454.0000
946.6000 31472.0000
947.6000 31490.0000
948.6000 31508.0000
949.6000 31526.0000
950.6000 31544.0000
951.6000 31562.0000
952.6000 31580.0000
953.6000 31598.0000
954.6000 31616.0000
955.6000 31634.0000
956.6000 31652.0000
957.6000 31670.0000
958.6000 31688.0000
959.6000 31706.0000
960.6000 31724.0000
961.6000 31742.0000
962.6000 31760.0000
963.6000 31778.0000
964.6000 31796.0000
965.6000 31814.0000
966.6000 31832.0000
967.6000 31850.0000
968.6000 31868.0000
969.6000 31886.0000
970.6000 31904.0000
971.6000 31922.0000
972.6000 31940.0000
973.6000 31958.0000
974.6000 31976.0000
975.6000 31994.0000
976.6000 32012.0000
977.6000 32030.0000
978.6000 32048.0000
979.6000 32066.0000
980.6000 32084.0000
981.6000 32102.0000
982.6000 32120.0000
983.6000 32138.0000
984.6000 32156.0000
985.6000 32174.0000
986.6000 32192.0000
987.6000 32210.0000
988.6000 32228.0000
989.6000 32246.0000
990.6000 32264.0000
991.6000 32282.0000
992.6000 32300.0000
993.6000 32318.0000
994.6000 32336.0000
995.6000 32354.0000
996.6000 32372.0000
997.6000 32390.0000
998.6000 32408.0000
999.6000 32426.0000
1000.6000 32444.0000
1001.6000 32462.0000
1002.6000 32480.0000
1003.6000 32498.0000
1004.6000 32516.0000
1005.6000 32534.0000
1006.6000 32552.0000
1007.6000 32570.0000
1008.6000 32588.0000
1009.6000 32606.0000
1010.6000 32624.0000
1011.6000 32642.0000
1012.6000 32660.0000
1013.6000 32678.0000
1014.6000 32696.0000
1015.6000 32714.0000
1016.6000 32732.0000
1017.6000 32750.0000
1018.6000 32768.0000
1019.6000 32786.0000
1020.6000 32804.0000
1021.6000 32822.0000
1022.6000 32840.0000
1023.6000 32858.0000
1024.7000 32877.8000
1025.8000 32897.6000
1026.9000 32917.4000
1028.0000 32937.2000
1029.1000 32957.0000
1030.2000 32976.8000
1031.3000 32996.6000
1032.4000 33016.4000
1033.5000 33036.2000
1034.6000 33056.0000
1035.7000 33075.8000
1036.8000 33095.6000
1037.9000 33115.4000
1039.0000 33135.2000
1040.1000 33155.0000
1041.2000 33174.8000
1042.3000 33194.6000
1043.4000 33214.4000
1044.5000 33234.2000
1045.6000 33254.0000
1046.7000 33273.8000
1047.8000 33293.6000
1048.9000 33313.4000
1050.0000 33333.2000
1051.1000 33353.0000
1052.2000 33372.8000
1053.3000 33392.6000
1054.4000 33412.4000
1055.5000 33432.2000
1056.6000 33452.0000
1057.7000 33471.8000
1058.8000 33491.6000
1059.9000 33511.4000
1061.0000 33531.2000
1062.1000 33551.0000
