0	83
1	81
2	70
3	73
4	70
5	53
6	34
7	44
8	29
9	38
10	29
11	31
12	31
13	29
14	25
15	23
16	15
17	13
18	17
19	20
20	18
21	9
22	16
23	12
24	7
25	3
26	6
27	4
28	3
29	7
30	4
31	4
32	4
33	4
34	1
35	3
36	2
37	4
38	0
39	2
40	0
41	1
42	1
43	1
44	1
45	2
46	1
47	3
48	0
49	2
50	1
51	1
52	2
53	1
54	1
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	1
64	0
65	1
66	2
67	0
68	0
69	1
70	0
71	2
72	1
73	1
